Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date_of_Journey_Day,Date_of_Journey_Month,Date_of_Journey_Year,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Duration_Hour,Duration_Minute
5,4,4,0,0,6688.0,21,3,2019,6,0,9,10,3,10
10,2,2,2,1,11087.0,12,3,2019,20,35,19,10,22,35
7,2,2,1,0,7664.0,15,3,2019,5,50,12,5,30,15
3,3,3,2,0,4775.0,15,4,2019,15,15,20,30,5,15
4,3,3,0,0,3514.0,27,6,2019,15,20,17,55,2,35
10,4,4,1,0,13376.0,24,6,2019,6,45,4,25,21,40
10,4,4,1,0,14300.0,12,6,2019,8,10,12,35,28,25
7,4,4,2,0,7480.0,27,6,2019,20,40,9,25,12,45
3,1,1,0,0,2227.0,12,5,2019,21,20,22,50,1,30
2,4,4,2,0,7452.0,18,5,2019,7,55,22,25,14,30
2,3,3,0,0,4409.0,24,5,2019,10,20,12,55,2,35
7,3,3,1,0,4647.0,3,4,2019,9,10,11,5,25,55
1,0,0,0,2,3332.0,21,3,2019,9,30,12,5,2,35
7,4,4,2,0,6902.0,27,3,2019,10,0,19,15,9,15
2,3,3,2,0,6857.0,6,6,2019,19,55,23,30,3,35
10,4,4,2,1,12373.0,9,5,2019,19,15,4,25,9,10
8,4,4,2,0,11789.0,15,6,2019,11,40,19,0,7,20
7,4,4,1,0,13039.0,9,5,2019,17,15,7,40,14,25
10,2,2,2,1,11087.0,12,3,2019,22,55,11,25,12,30
5,3,3,2,0,9345.0,18,5,2019,20,20,23,25,27,5
1,1,1,0,2,1965.0,24,6,2019,22,45,0,15,1,30
3,4,4,2,0,6093.0,3,6,2019,7,30,21,0,13,30
10,3,3,2,1,11841.0,9,6,2019,18,55,8,15,13,20
10,3,3,2,1,9663.0,9,5,2019,21,10,10,5,12,55
10,4,4,2,0,14714.0,6,6,2019,19,15,19,0,23,45
10,3,3,2,1,8529.0,12,6,2019,18,55,22,35,27,40
3,4,4,2,0,5073.0,6,4,2019,7,35,12,10,4,35
10,2,2,0,0,7229.0,24,4,2019,7,10,10,10,3,0
7,4,4,2,0,9194.0,6,6,2019,10,0,19,15,9,15
8,4,4,2,0,11789.0,12,6,2019,11,40,19,0,7,20
1,1,1,0,0,2017.0,12,6,2019,13,15,14,45,1,30
7,3,3,1,0,15894.0,6,6,2019,14,30,12,30,22,0
3,2,2,0,0,3419.0,9,5,2019,1,30,4,15,2,45
10,4,4,1,1,10368.0,9,6,2019,5,30,4,25,22,55
3,4,4,2,0,6027.0,24,4,2019,15,10,20,0,4,50
7,4,4,2,0,7480.0,18,5,2019,20,40,9,25,12,45
1,3,3,2,0,7189.0,12,6,2019,8,35,17,15,8,40
7,2,2,0,0,7276.0,15,3,2019,10,0,12,45,2,45
10,4,4,2,0,15764.0,6,3,2019,11,30,4,25,16,55
10,4,4,2,0,14714.0,6,6,2019,19,15,4,25,9,10
8,4,4,2,0,7888.0,21,5,2019,17,0,1,30,8,30
10,4,4,2,1,10262.0,6,6,2019,8,0,4,25,20,25
10,4,4,1,1,15318.0,18,5,2019,20,0,4,25,8,25
10,3,3,2,1,5608.0,1,5,2019,10,20,17,35,7,15
10,3,3,2,0,12681.0,1,4,2019,8,25,18,15,9,50
7,4,4,1,0,9417.0,6,3,2019,17,15,9,25,16,10
8,4,4,2,0,17057.0,3,3,2019,7,5,21,0,13,55
8,4,4,2,0,12537.0,27,3,2019,13,0,21,0,8,0
7,4,4,1,0,10651.0,27,5,2019,22,0,19,15,21,15
5,4,4,0,0,6741.0,1,6,2019,6,0,9,10,3,10
10,3,3,2,1,10844.0,24,5,2019,20,0,22,35,26,35
7,4,4,1,0,13381.0,27,5,2019,14,25,19,15,28,50
3,2,2,0,0,4423.0,6,4,2019,6,5,8,50,2,45
10,1,1,0,0,5678.0,27,5,2019,19,35,21,5,1,30
10,4,4,1,1,12719.0,21,5,2019,9,35,12,35,27,0
3,4,4,2,0,5054.0,1,6,2019,7,35,12,10,4,35
7,4,4,2,0,7480.0,24,5,2019,9,45,9,25,23,40
7,2,2,0,0,6961.0,3,6,2019,17,0,19,45,2,45
1,3,3,0,2,3841.0,24,4,2019,17,10,19,40,2,30
3,2,2,0,0,3943.0,3,6,2019,21,15,0,15,3,0
10,2,2,0,0,7229.0,3,5,2019,8,20,11,20,3,0
1,2,2,0,2,4319.0,15,5,2019,9,30,12,20,2,50
3,2,2,0,0,4423.0,24,4,2019,13,0,15,50,2,50
10,4,4,2,0,16079.0,21,5,2019,22,50,4,25,5,35
10,2,2,0,1,7754.0,21,6,2019,19,50,22,50,3,0
7,4,4,1,0,10467.0,1,6,2019,13,15,9,25,20,10
10,4,4,2,0,14714.0,3,6,2019,17,30,12,35,19,5
7,3,3,2,0,7452.0,1,5,2019,16,45,21,5,28,20
7,4,4,1,0,13276.0,21,5,2019,13,20,19,15,29,55
7,2,2,1,0,31783.0,1,3,2019,8,50,10,35,25,45
7,0,0,0,0,4667.0,1,5,2019,11,40,13,55,2,15
10,2,2,0,1,7229.0,15,6,2019,15,15,18,10,2,55
10,4,4,1,0,14237.0,15,6,2019,18,25,12,35,18,10
8,4,4,2,0,8266.0,15,5,2019,10,20,19,15,8,55
10,4,4,1,0,13882.0,24,6,2019,9,25,4,25,19,0
3,2,2,0,0,4823.0,6,5,2019,20,0,22,50,2,50
2,2,2,0,0,4483.0,24,5,2019,23,55,2,45,2,50
7,2,2,0,0,6961.0,12,6,2019,6,10,8,55,2,45
10,3,3,2,1,9663.0,12,5,2019,18,55,10,5,15,10
10,4,4,1,0,16704.0,18,5,2019,23,5,4,25,29,20
3,1,1,0,0,4049.0,12,5,2019,9,10,10,40,1,30
1,0,0,0,2,3807.0,24,3,2019,8,20,10,35,2,15
3,4,4,2,0,6442.0,9,6,2019,6,50,22,30,15,40
10,2,2,2,1,7832.0,15,3,2019,7,0,7,40,24,40
3,4,4,2,0,6442.0,24,6,2019,8,35,22,30,13,55
3,2,2,0,0,4823.0,21,4,2019,20,0,22,50,2,50
10,2,2,2,0,13555.0,6,3,2019,5,45,5,5,23,20
4,4,4,2,0,5135.0,6,4,2019,10,35,19,35,9,0
2,2,2,0,0,3383.0,15,5,2019,23,55,2,45,2,50
4,4,4,2,0,5842.0,15,6,2019,7,25,13,35,6,10
10,4,4,1,0,16704.0,18,5,2019,13,25,4,25,15,0
7,3,3,2,0,8366.0,1,5,2019,16,50,7,55,15,5
1,1,1,0,2,1965.0,9,5,2019,5,45,7,15,1,30
1,3,3,0,0,3873.0,6,6,2019,17,10,19,40,2,30
10,2,2,2,0,27992.0,1,3,2019,8,0,20,20,12,20
8,4,4,2,0,10678.0,6,6,2019,4,55,12,35,7,40
7,2,2,2,0,6824.0,21,3,2019,8,50,23,15,14,25
7,4,4,1,0,9443.0,12,6,2019,5,0,19,15,38,15
8,4,4,2,0,13378.0,21,3,2019,7,5,19,15,12,10
3,2,2,0,0,3943.0,1,5,2019,4,0,6,50,2,50
3,4,4,2,0,7191.0,18,5,2019,11,25,21,0,9,35
1,2,2,0,0,3625.0,27,6,2019,5,55,8,35,2,40
4,4,4,2,0,6841.0,27,5,2019,7,25,13,35,6,10
10,3,3,2,1,11134.0,24,3,2019,16,55,23,25,6,30
10,3,3,2,0,14571.0,6,6,2019,18,55,20,45,25,50
7,2,2,3,0,12346.0,1,3,2019,5,50,12,15,30,25
10,2,2,0,1,4544.0,21,4,2019,17,45,20,45,3,0
10,4,4,1,0,13376.0,9,6,2019,14,35,4,25,13,50
10,2,2,2,1,11087.0,12,3,2019,18,55,12,25,17,30
1,3,3,0,0,5515.0,3,3,2019,9,0,11,30,2,30
3,3,3,0,0,4804.0,27,6,2019,4,40,7,15,2,35
3,0,0,0,0,3597.0,12,6,2019,13,15,15,35,2,20
8,4,4,2,0,15353.0,6,3,2019,6,0,19,15,13,15
10,3,3,2,1,9899.0,12,6,2019,6,30,16,20,9,50
3,2,2,0,0,7303.0,24,3,2019,18,25,21,20,2,55
10,2,2,2,0,13817.0,12,3,2019,8,55,21,20,12,25
10,4,4,1,0,19329.0,6,3,2019,19,10,19,45,24,35
10,4,4,2,0,16289.0,12,6,2019,7,5,12,35,5,30
10,3,3,2,1,9663.0,15,5,2019,18,55,10,5,15,10
7,4,4,1,0,10975.0,3,6,2019,9,45,9,25,23,40
2,3,3,0,0,4384.0,18,3,2019,10,20,12,55,2,35
10,4,4,2,0,14714.0,12,6,2019,9,0,19,0,10,0
10,4,4,1,1,10919.0,12,6,2019,14,35,4,25,13,50
10,3,3,2,0,14388.0,21,5,2019,14,5,4,40,14,35
8,4,4,2,0,10877.0,15,6,2019,11,25,19,0,7,35
10,4,4,1,0,15129.0,9,5,2019,23,5,12,35,13,30
3,4,4,2,0,7191.0,6,5,2019,7,30,21,0,13,30
4,3,3,2,0,6686.0,1,5,2019,23,30,7,45,8,15
8,4,4,2,0,7530.0,3,6,2019,12,50,1,30,12,40
3,4,4,2,0,6442.0,15,6,2019,7,35,22,30,14,55
10,4,4,2,1,10262.0,27,6,2019,9,0,12,35,27,35
10,2,2,2,0,13817.0,12,3,2019,18,55,9,30,14,35
10,3,3,2,0,13626.0,12,6,2019,14,5,23,35,9,30
10,3,3,2,0,14388.0,12,5,2019,18,55,10,5,15,10
3,3,3,0,0,4804.0,27,4,2019,4,40,7,15,2,35
3,4,4,0,0,5406.0,21,3,2019,14,30,17,35,3,5
1,4,4,2,0,4611.0,3,4,2019,17,55,22,50,4,55
3,3,3,2,0,5069.0,9,6,2019,8,10,13,0,4,50
4,2,2,0,0,3898.0,6,6,2019,7,45,10,40,2,55
3,1,1,0,0,2754.0,6,6,2019,12,0,13,30,1,30
8,4,4,2,1,6943.0,27,5,2019,15,0,1,30,10,30
10,3,3,2,0,14781.0,18,5,2019,5,45,18,15,12,30
10,4,4,2,0,16079.0,21,5,2019,13,0,19,0,6,0
3,2,2,0,0,8033.0,15,3,2019,16,55,19,45,2,50
3,2,2,0,0,6860.0,9,3,2019,18,25,21,20,2,55
8,4,4,2,0,6953.0,27,3,2019,11,40,19,15,7,35
3,2,2,0,0,4823.0,12,5,2019,7,10,10,5,2,55
3,3,3,0,0,4174.0,9,4,2019,4,40,7,15,2,35
10,4,4,1,0,12819.0,27,6,2019,13,25,19,0,29,35
10,3,3,2,1,9663.0,15,5,2019,21,10,4,40,7,30
1,3,3,0,2,3841.0,3,5,2019,6,55,9,30,2,35
3,4,4,0,0,5000.0,27,6,2019,5,35,8,50,3,15
7,2,2,1,6,13366.0,1,3,2019,5,50,22,10,16,20
5,1,1,2,0,12395.0,6,3,2019,21,55,16,45,18,50
7,3,3,2,0,7452.0,15,5,2019,16,45,21,5,28,20
10,4,4,2,0,15554.0,18,5,2019,19,45,19,0,23,15
10,3,3,2,0,13067.0,6,5,2019,17,0,15,5,22,5
3,3,3,0,0,6565.0,1,3,2019,15,10,17,45,2,35
1,1,1,0,2,1965.0,24,5,2019,5,45,7,15,1,30
1,0,0,0,2,3332.0,27,3,2019,9,30,12,5,2,35
3,2,2,2,0,6208.0,21,3,2019,5,25,10,10,4,45
7,2,2,2,0,11161.0,18,3,2019,13,50,18,40,28,50
7,3,3,1,0,12224.0,12,6,2019,10,0,13,45,27,45
10,3,3,2,1,9663.0,1,5,2019,18,55,12,0,17,5
10,2,2,2,0,12284.0,18,3,2019,8,55,15,15,6,20
7,4,4,2,0,7480.0,27,5,2019,17,20,9,25,16,5
10,4,4,2,0,17024.0,6,3,2019,19,15,4,25,9,10
10,3,3,2,0,14151.0,6,6,2019,20,25,19,10,22,45
3,3,3,0,0,4804.0,21,6,2019,17,15,19,50,2,35
3,4,4,2,0,6069.0,18,5,2019,16,0,21,0,5,0
5,2,2,2,0,6065.0,21,3,2019,6,40,21,55,15,15
10,3,3,2,0,14151.0,18,5,2019,20,25,9,45,13,20
10,3,3,2,0,14231.0,24,3,2019,18,55,12,0,17,5
5,1,1,2,0,12395.0,6,3,2019,15,40,9,25,17,45
3,4,4,2,0,5636.0,24,4,2019,2,0,7,25,5,25
7,4,4,2,0,5232.0,6,4,2019,17,40,23,0,5,20
10,4,4,2,0,14714.0,1,6,2019,14,0,4,25,14,25
3,0,0,0,0,3850.0,6,5,2019,7,55,10,15,2,20
7,4,4,2,0,7258.0,27,5,2019,17,40,9,35,15,55
10,2,2,2,0,17471.0,6,3,2019,21,25,20,20,22,55
1,2,2,0,0,4423.0,9,5,2019,21,10,0,5,2,55
3,1,1,0,0,2227.0,18,6,2019,21,20,22,50,1,30
8,4,4,2,0,13377.0,24,6,2019,10,0,1,30,15,30
10,2,2,0,0,8016.0,12,6,2019,8,20,11,20,3,0
7,2,2,2,0,5626.0,9,3,2019,6,50,8,50,26,0
3,2,2,0,0,6860.0,21,3,2019,16,55,19,45,2,50
3,4,4,2,0,6628.0,1,6,2019,18,35,1,30,6,55
10,4,4,2,1,11627.0,6,6,2019,13,0,12,35,23,35
1,3,3,0,0,4174.0,9,6,2019,17,10,19,40,2,30
10,4,4,2,0,14714.0,1,6,2019,18,15,4,25,10,10
10,3,3,2,0,14151.0,12,5,2019,9,35,21,5,11,30
10,4,4,2,1,12898.0,27,5,2019,16,0,19,0,27,0
10,4,4,2,1,12373.0,18,5,2019,21,50,4,25,6,35
3,2,2,0,0,3943.0,18,6,2019,10,10,13,0,2,50
2,3,3,1,0,7870.0,9,6,2019,15,10,23,30,8,20
10,2,2,0,0,8016.0,18,6,2019,18,55,22,0,3,5
7,4,4,1,0,10975.0,15,5,2019,13,5,9,25,20,20
3,0,0,0,0,3850.0,27,5,2019,7,55,10,15,2,20
3,3,3,0,0,4804.0,18,6,2019,20,25,23,10,2,45
10,4,4,2,0,15554.0,9,3,2019,20,50,4,25,7,35
1,3,3,0,0,4465.0,18,3,2019,6,55,9,35,2,40
10,3,3,2,1,11841.0,9,6,2019,21,10,10,5,12,55
8,4,4,2,0,19332.0,9,3,2019,8,0,19,15,11,15
1,3,3,0,2,3841.0,21,6,2019,17,10,19,40,2,30
3,2,2,0,0,4591.0,12,4,2019,10,10,13,0,2,50
3,3,3,2,0,5192.0,24,5,2019,15,15,20,5,4,50
10,4,4,2,1,10577.0,9,6,2019,18,15,12,35,18,20
10,4,4,1,0,15129.0,18,5,2019,19,30,4,25,8,55
8,4,4,2,0,11789.0,6,6,2019,6,0,19,0,13,0
7,4,4,2,0,8372.0,15,6,2019,21,0,7,40,10,40
8,4,4,2,0,8266.0,9,5,2019,6,0,19,15,13,15
10,3,3,2,0,14781.0,6,5,2019,6,30,19,50,13,20
5,2,2,0,0,5613.0,21,4,2019,17,0,19,35,2,35
10,2,2,0,0,7229.0,24,4,2019,15,15,18,10,2,55
3,4,4,2,0,6093.0,24,6,2019,8,30,21,0,12,30
10,4,4,1,1,15544.0,21,5,2019,5,30,12,35,7,5
4,4,4,2,0,6296.0,18,5,2019,7,25,13,35,6,10
3,3,3,0,0,4804.0,27,4,2019,9,35,12,20,2,45
2,2,2,0,0,4284.0,18,3,2019,5,50,8,40,2,50
3,4,4,2,0,6558.0,21,3,2019,7,35,22,20,14,45
3,4,4,2,0,5775.0,24,6,2019,21,50,3,35,5,45
1,0,0,0,2,3543.0,21,6,2019,8,20,10,35,2,15
10,4,4,2,0,17024.0,6,3,2019,9,55,18,50,8,55
10,1,1,0,1,4050.0,9,6,2019,7,5,8,30,1,25
7,1,1,1,0,14219.0,6,3,2019,6,0,15,15,33,15
10,2,2,2,0,26890.0,1,3,2019,11,40,18,25,6,45
7,4,4,1,0,9653.0,15,6,2019,19,45,19,15,23,30
3,2,2,0,0,3943.0,21,6,2019,6,5,8,50,2,45
10,3,3,2,1,10844.0,18,5,2019,14,5,16,20,26,15
10,3,3,2,1,8849.0,1,4,2019,21,10,4,40,7,30
3,1,1,0,0,2754.0,12,6,2019,1,40,3,10,1,30
7,4,4,1,0,10756.0,21,3,2019,6,50,19,15,36,25
10,3,3,2,0,14151.0,21,5,2019,17,0,21,5,28,5
10,3,3,2,1,9899.0,12,6,2019,8,25,20,45,12,20
10,4,4,2,0,12242.0,21,3,2019,22,0,4,25,6,25
10,4,4,1,1,10368.0,9,6,2019,19,30,12,35,17,5
3,1,1,0,0,5755.0,24,5,2019,9,10,10,40,1,30
10,4,4,2,1,10262.0,15,6,2019,18,15,4,25,10,10
1,3,3,2,0,6643.0,6,6,2019,8,35,17,15,8,40
9,4,4,2,0,9845.0,21,3,2019,7,30,21,0,13,30
10,3,3,2,1,11134.0,24,3,2019,18,55,12,0,17,5
1,4,4,2,0,5583.0,1,6,2019,6,5,11,20,5,15
3,4,4,2,0,6069.0,15,5,2019,16,0,21,0,5,0
10,2,2,2,0,13817.0,12,3,2019,5,45,20,20,14,35
7,4,4,1,0,10283.0,6,3,2019,5,0,19,15,38,15
7,3,3,2,0,7795.0,24,3,2019,9,50,21,5,11,15
8,4,4,2,1,13977.0,9,3,2019,0,20,7,40,7,20
10,4,4,1,1,10919.0,1,6,2019,6,45,4,25,21,40
3,3,3,0,0,6038.0,3,3,2019,20,25,23,5,2,40
3,4,4,0,0,5601.0,21,5,2019,5,35,8,50,3,15
3,4,4,2,0,12351.0,9,3,2019,7,30,21,0,13,30
7,4,4,0,0,6094.0,15,4,2019,5,10,8,0,2,50
8,4,4,2,0,7575.0,15,5,2019,10,35,19,15,8,40
10,4,4,2,0,16079.0,27,5,2019,21,50,4,25,6,35
10,4,4,2,1,10262.0,15,6,2019,19,15,19,0,23,45
2,4,4,2,0,13470.0,9,6,2019,16,45,22,25,5,40
10,2,2,0,0,8016.0,27,6,2019,11,10,14,5,2,55
10,4,4,2,0,16289.0,9,3,2019,18,15,18,50,24,35
10,4,4,2,1,10262.0,6,6,2019,19,45,4,25,8,40
3,2,2,0,0,4823.0,27,6,2019,18,25,21,20,2,55
5,2,2,0,0,5403.0,9,4,2019,9,45,12,35,2,50
10,4,4,2,1,12373.0,18,5,2019,17,30,19,0,25,30
1,1,1,2,0,13552.0,6,3,2019,14,10,22,25,8,15
10,3,3,2,1,10844.0,9,5,2019,8,25,20,45,12,20
7,1,1,1,0,22619.0,6,3,2019,9,40,23,45,14,5
8,4,4,2,0,8625.0,27,5,2019,10,35,19,15,8,40
3,2,2,0,0,4777.0,24,3,2019,6,0,8,45,2,45
3,4,4,0,0,5000.0,21,6,2019,5,35,8,50,3,15
10,4,4,1,0,21954.0,6,3,2019,19,10,19,45,24,35
10,4,4,2,1,11627.0,3,6,2019,11,30,4,25,16,55
10,3,3,2,0,13731.0,24,5,2019,14,5,4,40,14,35
3,2,2,0,0,3943.0,3,4,2019,22,10,1,0,2,50
10,2,2,2,1,6992.0,21,3,2019,8,55,23,0,14,5
10,3,3,2,0,13941.0,6,5,2019,18,55,4,40,9,45
10,4,4,2,0,14924.0,12,6,2019,8,0,19,0,11,0
10,4,4,2,0,18371.0,27,6,2019,2,15,12,35,10,20
3,0,0,0,0,7295.0,3,3,2019,19,35,21,55,2,20
7,2,2,2,0,9292.0,9,3,2019,17,0,16,40,23,40
10,3,3,2,0,13941.0,1,5,2019,20,0,8,15,12,15
3,3,3,2,0,4150.0,24,3,2019,4,15,9,50,5,35
10,3,3,2,0,12681.0,1,4,2019,20,0,23,35,27,35
3,4,4,0,0,5601.0,3,6,2019,5,35,8,50,3,15
7,3,3,1,0,14960.0,21,5,2019,9,50,8,55,23,5
8,4,4,2,0,13377.0,6,6,2019,16,0,1,30,9,30
3,1,1,0,0,3342.0,21,3,2019,12,0,13,25,1,25
10,2,2,0,0,8016.0,6,6,2019,11,10,14,5,2,55
10,2,2,2,0,16736.0,6,3,2019,5,45,23,0,17,15
10,3,3,2,1,10031.0,24,3,2019,21,10,19,40,22,30
7,4,4,2,0,7258.0,21,4,2019,20,30,8,15,11,45
10,2,2,0,1,4030.0,15,5,2019,6,0,8,45,2,45
7,4,4,1,0,13381.0,24,6,2019,14,25,19,15,28,50
10,4,4,1,0,16704.0,24,5,2019,23,5,4,25,29,20
8,4,4,2,0,13587.0,24,6,2019,9,0,21,0,12,0
10,1,1,0,0,5678.0,24,5,2019,2,55,4,20,1,25
10,3,3,2,1,7064.0,1,4,2019,6,30,9,20,26,50
3,1,1,0,0,2754.0,3,6,2019,1,40,3,10,1,30
5,2,2,0,0,4668.0,1,5,2019,9,45,12,35,2,50
2,3,3,0,0,4107.0,21,6,2019,19,55,22,25,2,30
3,4,4,2,0,5894.0,12,6,2019,4,55,21,0,16,5
10,4,4,2,1,10262.0,6,6,2019,17,30,4,25,10,55
10,3,3,2,0,13941.0,9,5,2019,16,30,8,15,15,45
2,4,4,2,0,6451.0,27,4,2019,16,45,7,10,14,25
7,4,4,1,0,10975.0,27,6,2019,9,45,9,25,23,40
7,4,4,1,0,14746.0,6,3,2019,12,0,7,40,19,40
2,4,4,2,0,11410.0,6,6,2019,20,45,7,10,10,25
1,3,3,0,2,3841.0,1,5,2019,6,55,9,30,2,35
7,4,4,1,0,13381.0,3,6,2019,6,50,7,40,24,50
8,4,4,2,0,15078.0,9,5,2019,11,30,1,30,14,0
7,3,3,2,0,8891.0,9,5,2019,9,25,18,30,9,5
10,3,3,2,1,7757.0,9,5,2019,14,5,10,5,20,0
7,2,2,0,0,4441.0,9,4,2019,5,45,8,45,3,0
10,3,3,2,1,10031.0,24,3,2019,19,45,18,10,22,25
3,2,2,0,0,4823.0,12,4,2019,13,0,15,50,2,50
7,3,3,2,0,8576.0,24,5,2019,9,25,18,30,9,5
10,2,2,2,1,11087.0,12,3,2019,20,35,16,10,19,35
10,4,4,2,1,12373.0,18,5,2019,10,0,12,35,26,35
7,3,3,1,0,11432.0,21,5,2019,9,25,5,35,20,10
3,1,1,0,0,3175.0,15,6,2019,16,55,18,25,1,30
3,3,3,0,0,4804.0,12,5,2019,9,35,12,20,2,45
10,4,4,1,0,13014.0,27,6,2019,9,40,12,35,26,55
8,4,4,2,1,7563.0,6,3,2019,7,10,22,20,15,10
1,3,3,0,0,3873.0,27,6,2019,9,0,11,25,2,25
3,4,4,2,0,6282.0,21,5,2019,11,55,0,55,13,0
8,4,4,2,0,11200.0,1,6,2019,8,30,19,0,10,30
5,2,2,0,0,5613.0,24,4,2019,19,30,22,15,2,45
3,4,4,0,0,5601.0,9,6,2019,14,20,17,35,3,15
10,4,4,2,1,10262.0,15,6,2019,14,0,12,35,22,35
3,2,2,0,0,14306.0,1,3,2019,20,0,22,55,2,55
10,3,3,2,1,7064.0,1,4,2019,20,0,20,45,24,45
10,4,4,2,0,18371.0,27,6,2019,7,5,19,0,11,55
7,4,4,1,0,13591.0,18,5,2019,20,15,19,15,23,0
10,4,4,1,1,10368.0,1,6,2019,9,40,12,35,26,55
8,4,4,1,0,18275.0,12,6,2019,17,50,1,30,7,40
3,2,2,0,0,3749.0,27,5,2019,22,10,1,0,2,50
2,3,3,1,0,6810.0,6,6,2019,15,10,23,30,8,20
8,4,4,2,0,7485.0,21,5,2019,11,40,21,0,9,20
7,3,3,0,0,5510.0,27,5,2019,14,15,16,45,2,30
10,4,4,2,1,10262.0,3,6,2019,18,15,4,25,10,10
8,4,4,2,0,6723.0,24,6,2019,7,10,16,10,9,0
8,4,4,2,0,8307.0,21,3,2019,8,0,15,30,7,30
4,4,4,2,0,6146.0,21,4,2019,5,55,13,35,7,40
10,4,4,1,0,15129.0,27,5,2019,13,25,12,35,23,10
10,3,3,2,0,14388.0,1,5,2019,6,30,12,0,5,30
10,2,2,0,1,4544.0,6,4,2019,6,0,8,45,2,45
10,2,2,0,1,5198.0,12,4,2019,11,10,14,5,2,55
3,4,4,2,0,7503.0,18,5,2019,9,15,1,30,16,15
4,2,2,2,0,12314.0,1,3,2019,15,45,20,15,4,30
7,4,4,2,0,8372.0,15,5,2019,13,0,19,15,6,15
10,3,3,2,0,14781.0,21,5,2019,16,30,23,35,7,5
10,2,2,0,0,8016.0,24,6,2019,19,50,22,50,3,0
3,0,0,0,0,6297.0,12,3,2019,7,55,10,15,2,20
10,3,3,2,0,14388.0,1,5,2019,8,25,9,20,24,55
4,4,4,2,0,6393.0,1,6,2019,7,25,13,35,6,10
10,3,3,2,0,14939.0,9,6,2019,21,10,10,5,12,55
10,3,3,2,0,14781.0,21,5,2019,8,25,19,50,11,25
3,4,4,2,0,14871.0,6,3,2019,7,30,21,0,13,30
1,2,2,0,2,4319.0,6,4,2019,9,30,12,20,2,50
10,3,3,2,0,13067.0,15,5,2019,17,0,9,45,16,45
10,2,2,2,0,26890.0,1,3,2019,16,55,8,15,15,20
10,2,2,2,1,9134.0,15,3,2019,7,0,13,15,6,15
3,2,2,0,0,3943.0,3,4,2019,21,15,0,15,3,0
7,4,4,2,0,8879.0,24,6,2019,7,0,19,15,12,15
10,3,3,2,0,14571.0,24,5,2019,18,55,12,0,17,5
3,3,3,0,0,5644.0,15,6,2019,9,35,12,10,2,35
10,3,3,2,1,9663.0,9,6,2019,6,30,4,40,22,10
10,3,3,2,0,14571.0,9,6,2019,14,5,23,35,9,30
1,2,2,0,0,3971.0,9,6,2019,21,10,0,5,2,55
10,4,4,2,0,17024.0,6,3,2019,9,0,18,50,9,50
1,3,3,0,2,3841.0,15,5,2019,17,10,19,40,2,30
10,4,4,2,1,12898.0,27,5,2019,19,45,19,0,23,15
10,4,4,1,0,13376.0,6,6,2019,14,35,4,25,13,50
10,4,4,1,1,9905.0,15,6,2019,21,25,12,35,15,10
8,4,4,2,0,13587.0,15,6,2019,8,0,21,0,13,0
8,4,4,2,0,7740.0,24,6,2019,6,0,21,0,15,0
8,4,4,2,0,9794.0,21,5,2019,6,0,12,35,6,35
10,2,2,2,0,17471.0,6,3,2019,22,50,21,20,22,30
10,4,4,1,1,15129.0,9,3,2019,13,45,4,25,14,40
10,3,3,2,0,11467.0,1,5,2019,9,35,14,25,28,50
7,3,3,2,0,6528.0,12,6,2019,14,35,14,35,24,0
8,4,4,2,0,8266.0,27,6,2019,7,30,19,15,11,45
3,4,4,2,0,6442.0,6,3,2019,6,40,22,20,15,40
10,4,4,2,1,10262.0,12,6,2019,22,50,12,35,13,45
10,1,1,0,0,17501.0,1,3,2019,7,10,8,35,1,25
7,2,2,0,0,8273.0,24,5,2019,6,10,8,55,2,45
7,4,4,1,0,10703.0,21,3,2019,18,30,19,15,24,45
8,4,4,2,0,8510.0,15,6,2019,10,0,1,30,15,30
3,1,1,0,0,2754.0,15,3,2019,20,5,21,35,1,30
3,1,1,0,0,2227.0,18,5,2019,21,20,22,50,1,30
8,4,4,1,0,18275.0,27,6,2019,17,50,1,30,7,40
1,4,4,2,2,6356.0,21,4,2019,8,45,13,15,4,30
10,3,3,2,0,14781.0,15,5,2019,14,5,20,45,6,40
10,4,4,1,1,13029.0,27,5,2019,9,40,12,35,26,55
4,2,2,0,0,4340.0,1,5,2019,11,40,14,30,2,50
7,3,3,1,0,12224.0,12,6,2019,17,30,13,45,20,15
10,3,3,2,1,10844.0,24,5,2019,16,30,18,15,25,45
3,3,3,0,0,4174.0,15,4,2019,9,35,12,20,2,45
7,2,2,1,0,14887.0,1,3,2019,17,0,22,55,29,55
8,4,4,2,0,12853.0,9,4,2019,9,0,19,15,10,15
2,2,2,0,0,3383.0,15,5,2019,11,10,13,55,2,45
4,2,2,0,0,11111.0,1,3,2019,11,40,14,35,2,55
10,2,2,0,0,7229.0,1,4,2019,17,45,20,45,3,0
10,2,2,0,1,4030.0,6,5,2019,17,45,20,45,3,0
3,4,4,2,0,14871.0,3,3,2019,15,0,1,35,10,35
10,4,4,2,1,12898.0,27,5,2019,19,45,4,25,8,40
8,4,4,2,0,14533.0,18,5,2019,11,30,19,15,7,45
7,4,4,2,0,7258.0,6,6,2019,17,40,8,15,14,35
1,4,4,2,0,4812.0,1,4,2019,8,45,13,15,4,30
10,3,3,2,1,12384.0,9,5,2019,9,35,21,5,11,30
